Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_jugador_lesion,Titulares_cambiados_jornada_anterior,Puntos_y,cut1_y,cut2_y
Valencia,Jornada 32,Temporada2019,1,1,5,"-0,6769321","0,2519615","0,9562347"
Villarreal,Jornada 32,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Alavés,Jornada 33,Temporada2019,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Athletic Bilbao,Jornada 33,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 33,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Barcelona,Jornada 33,Temporada2019,0,0,8,"-0,1757176","-0,249253","0,4550202"
Celta de Vigo,Jornada 33,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 33,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Espanyol,Jornada 33,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Getafe,Jornada 33,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Girona,Jornada 33,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Huesca,Jornada 33,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Leganés,Jornada 33,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Levante,Jornada 33,Temporada2019,2,0,4,"-0,7474236","0,322453","1,0267262"
Rayo Vallecano,Jornada 33,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Betis,Jornada 33,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Real Madrid,Jornada 33,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Sociedad,Jornada 33,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Real Valladolid,Jornada 33,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Sevilla,Jornada 33,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 33,Temporada2019,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Villarreal,Jornada 33,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 34,Temporada2019,1,1,7,"-0,7208615","0,2958909","1,0001641"
Athletic Bilbao,Jornada 34,Temporada2019,1,1,3,"-0,6330027","0,2080321","0,9123053"
Atlético Madrid,Jornada 34,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Barcelona,Jornada 34,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Celta de Vigo,Jornada 34,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 34,Temporada2019,0,0,11,"-0,2416117","-0,1833589","0,5209143"
Espanyol,Jornada 34,Temporada2019,1,1,3,"-0,6330027","0,2080321","0,9123053"
Getafe,Jornada 34,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Girona,Jornada 34,Temporada2019,2,0,5,"-0,7693883","0,3444177","1,0486909"
Huesca,Jornada 34,Temporada2019,0,0,11,"-0,2416117","-0,1833589","0,5209143"
Leganés,Jornada 34,Temporada2019,3,0,5,"-1,0991707","0,6742001","1,3784733"
Levante,Jornada 34,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Rayo Vallecano,Jornada 34,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Real Betis,Jornada 34,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Real Madrid,Jornada 34,Temporada2019,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Sociedad,Jornada 34,Temporada2019,2,1,2,"-0,9408204","0,5158498","1,220123"
Real Valladolid,Jornada 34,Temporada2019,1,1,5,"-0,6769321","0,2519615","0,9562347"
Sevilla,Jornada 34,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Valencia,Jornada 34,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 34,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Alavés,Jornada 35,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Athletic Bilbao,Jornada 35,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Atlético Madrid,Jornada 35,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Barcelona,Jornada 35,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Celta de Vigo,Jornada 35,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Eibar,Jornada 35,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Espanyol,Jornada 35,Temporada2019,0,1,4,"-0,325185","-0,0997856","0,6044876"
Getafe,Jornada 35,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Girona,Jornada 35,Temporada2019,0,1,2,"-0,2812556","-0,143715","0,5605582"
Huesca,Jornada 35,Temporada2019,1,1,0,"-0,5671086","0,142138","0,8464112"
Leganés,Jornada 35,Temporada2019,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Levante,Jornada 35,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Rayo Vallecano,Jornada 35,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Betis,Jornada 35,Temporada2019,1,0,5,"-0,4396059","0,0146353","0,7189085"
Real Madrid,Jornada 35,Temporada2019,0,0,8,"-0,1757176","-0,249253","0,4550202"
Real Sociedad,Jornada 35,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Valladolid,Jornada 35,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 35,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Valencia,Jornada 35,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 35,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 36,Temporada2019,2,0,0,"-0,6595648","0,2345942","0,9388674"
Athletic Bilbao,Jornada 36,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Atlético Madrid,Jornada 36,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Barcelona,Jornada 36,Temporada2019,1,1,9,"-0,7647909","0,3398203","1,0440935"
Celta de Vigo,Jornada 36,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 36,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 36,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Getafe,Jornada 36,Temporada2019,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Girona,Jornada 36,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Huesca,Jornada 36,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Leganés,Jornada 36,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Levante,Jornada 36,Temporada2019,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Rayo Vallecano,Jornada 36,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Betis,Jornada 36,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 36,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 36,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Real Valladolid,Jornada 36,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Sevilla,Jornada 36,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 36,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Villarreal,Jornada 36,Temporada2019,2,0,3,"-0,7254589","0,3004883","1,0047615"
Alavés,Jornada 37,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Athletic Bilbao,Jornada 37,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Atlético Madrid,Jornada 37,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Barcelona,Jornada 37,Temporada2019,0,1,8,"-0,4130438","-0,0119268","0,6923464"
Celta de Vigo,Jornada 37,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 37,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Espanyol,Jornada 37,Temporada2019,1,1,1,"-0,5890733","0,1641027","0,8683759"
Getafe,Jornada 37,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Girona,Jornada 37,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Huesca,Jornada 37,Temporada2019,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Leganés,Jornada 37,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Levante,Jornada 37,Temporada2019,2,1,0,"-0,896891","0,4719204","1,1761936"
Rayo Vallecano,Jornada 37,Temporada2019,3,1,4,"-1,3145322","0,8895616","1,5938348"
Real Betis,Jornada 37,Temporada2019,1,0,0,"-0,3297824","-0,0951882","0,609085"
Real Madrid,Jornada 37,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Sociedad,Jornada 37,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Real Valladolid,Jornada 37,Temporada2019,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 37,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Valencia,Jornada 37,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Villarreal,Jornada 37,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 38,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Athletic Bilbao,Jornada 38,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Atlético Madrid,Jornada 38,Temporada2019,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Barcelona,Jornada 38,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Celta de Vigo,Jornada 38,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 38,Temporada2019,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 38,Temporada2019,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Getafe,Jornada 38,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Girona,Jornada 38,Temporada2019,1,1,4,"-0,6549674","0,2299968","0,93427"
Huesca,Jornada 38,Temporada2019,1,1,2,"-0,611038","0,1860674","0,8903406"
Leganés,Jornada 38,Temporada2019,2,1,5,"-1,0067145","0,5817439","1,2860171"
Levante,Jornada 38,Temporada2019,2,1,8,"-1,0726086","0,647638","1,3519112"
Rayo Vallecano,Jornada 38,Temporada2019,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Betis,Jornada 38,Temporada2019,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Madrid,Jornada 38,Temporada2019,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Sociedad,Jornada 38,Temporada2019,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Valladolid,Jornada 38,Temporada2019,0,0,9,"-0,1976823","-0,2272883","0,4769849"
Sevilla,Jornada 38,Temporada2019,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Valencia,Jornada 38,Temporada2019,0,0,2,"-0,0439294","-0,3810412","0,323232"
Villarreal,Jornada 38,Temporada2019,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Alavés,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Athletic Bilbao,Jornada 1,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Atlético Madrid,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Barcelona,Jornada 1,Temporada2020,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Celta de Vigo,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Eibar,Jornada 1,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Espanyol,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Getafe,Jornada 1,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Granada,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Leganés,Jornada 1,Temporada2020,2,0,0,"-0,6595648","0,2345942","0,9388674"
Levante,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Osasuna,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Betis,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Madrid,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Mallorca,Jornada 1,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Real Sociedad,Jornada 1,Temporada2020,2,0,0,"-0,6595648","0,2345942","0,9388674"
Real Valladolid,Jornada 1,Temporada2020,1,1,0,"-0,5671086","0,142138","0,8464112"
Sevilla,Jornada 1,Temporada2020,1,1,0,"-0,5671086","0,142138","0,8464112"
Valencia,Jornada 1,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Villarreal,Jornada 1,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Alavés,Jornada 2,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Athletic Bilbao,Jornada 2,Temporada2020,1,1,1,"-0,5890733","0,1641027","0,8683759"
Atlético Madrid,Jornada 2,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Barcelona,Jornada 2,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Celta de Vigo,Jornada 2,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 2,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Espanyol,Jornada 2,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Getafe,Jornada 2,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Granada,Jornada 2,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Leganés,Jornada 2,Temporada2020,2,1,3,"-0,9627851","0,5378145","1,2420877"
Levante,Jornada 2,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 2,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 2,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Madrid,Jornada 2,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Mallorca,Jornada 2,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Sociedad,Jornada 2,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Valladolid,Jornada 2,Temporada2020,2,1,3,"-0,9627851","0,5378145","1,2420877"
Sevilla,Jornada 2,Temporada2020,1,1,1,"-0,5890733","0,1641027","0,8683759"
Valencia,Jornada 2,Temporada2020,2,0,4,"-0,7474236","0,322453","1,0267262"
Villarreal,Jornada 2,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Alavés,Jornada 3,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Athletic Bilbao,Jornada 3,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Atlético Madrid,Jornada 3,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Barcelona,Jornada 3,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Celta de Vigo,Jornada 3,Temporada2020,2,1,0,"-0,896891","0,4719204","1,1761936"
Eibar,Jornada 3,Temporada2020,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Espanyol,Jornada 3,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Getafe,Jornada 3,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Granada,Jornada 3,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Leganés,Jornada 3,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Levante,Jornada 3,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Osasuna,Jornada 3,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Betis,Jornada 3,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 3,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Mallorca,Jornada 3,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Sociedad,Jornada 3,Temporada2020,0,1,1,"-0,2592909","-0,1656797","0,5385935"
Real Valladolid,Jornada 3,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 3,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Valencia,Jornada 3,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Villarreal,Jornada 3,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 4,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Athletic Bilbao,Jornada 4,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Atlético Madrid,Jornada 4,Temporada2020,0,1,2,"-0,2812556","-0,143715","0,5605582"
Barcelona,Jornada 4,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 4,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 4,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 4,Temporada2020,0,1,3,"-0,3032203","-0,1217503","0,5825229"
Getafe,Jornada 4,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Granada,Jornada 4,Temporada2020,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Leganés,Jornada 4,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Levante,Jornada 4,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Osasuna,Jornada 4,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Real Betis,Jornada 4,Temporada2020,1,1,3,"-0,6330027","0,2080321","0,9123053"
Real Madrid,Jornada 4,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Mallorca,Jornada 4,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Sociedad,Jornada 4,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Real Valladolid,Jornada 4,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Sevilla,Jornada 4,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Valencia,Jornada 4,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 4,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Alavés,Jornada 5,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Athletic Bilbao,Jornada 5,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Atlético Madrid,Jornada 5,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Barcelona,Jornada 5,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Celta de Vigo,Jornada 5,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Eibar,Jornada 5,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 5,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Getafe,Jornada 5,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Granada,Jornada 5,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Leganés,Jornada 5,Temporada2020,1,1,4,"-0,6549674","0,2299968","0,93427"
Levante,Jornada 5,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 5,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 5,Temporada2020,0,1,5,"-0,3471497","-0,0778209","0,6264523"
Real Madrid,Jornada 5,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Mallorca,Jornada 5,Temporada2020,1,1,1,"-0,5890733","0,1641027","0,8683759"
Real Sociedad,Jornada 5,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Real Valladolid,Jornada 5,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Sevilla,Jornada 5,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Valencia,Jornada 5,Temporada2020,1,1,2,"-0,611038","0,1860674","0,8903406"
Villarreal,Jornada 5,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 6,Temporada2020,0,0,11,"-0,2416117","-0,1833589","0,5209143"
Athletic Bilbao,Jornada 6,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Atlético Madrid,Jornada 6,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Barcelona,Jornada 6,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Celta de Vigo,Jornada 6,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 6,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Espanyol,Jornada 6,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Getafe,Jornada 6,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Granada,Jornada 6,Temporada2020,1,0,5,"-0,4396059","0,0146353","0,7189085"
Leganés,Jornada 6,Temporada2020,1,0,5,"-0,4396059","0,0146353","0,7189085"
Levante,Jornada 6,Temporada2020,0,0,8,"-0,1757176","-0,249253","0,4550202"
Osasuna,Jornada 6,Temporada2020,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Real Betis,Jornada 6,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Real Madrid,Jornada 6,Temporada2020,0,0,8,"-0,1757176","-0,249253","0,4550202"
Real Mallorca,Jornada 6,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sociedad,Jornada 6,Temporada2020,0,0,11,"-0,2416117","-0,1833589","0,5209143"
Real Valladolid,Jornada 6,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Sevilla,Jornada 6,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Valencia,Jornada 6,Temporada2020,0,1,6,"-0,3691144","-0,0558562","0,648417"
Villarreal,Jornada 6,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 7,Temporada2020,0,0,0,0,"-0,4249706","0,2793026"
Athletic Bilbao,Jornada 7,Temporada2020,1,0,5,"-0,4396059","0,0146353","0,7189085"
Atlético Madrid,Jornada 7,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Barcelona,Jornada 7,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Celta de Vigo,Jornada 7,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Eibar,Jornada 7,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Espanyol,Jornada 7,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Getafe,Jornada 7,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Granada,Jornada 7,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Leganés,Jornada 7,Temporada2020,1,1,4,"-0,6549674","0,2299968","0,93427"
Levante,Jornada 7,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Osasuna,Jornada 7,Temporada2020,0,0,7,"-0,1537529","-0,2712177","0,4330555"
Real Betis,Jornada 7,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Real Madrid,Jornada 7,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Real Mallorca,Jornada 7,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Real Sociedad,Jornada 7,Temporada2020,1,0,0,"-0,3297824","-0,0951882","0,609085"
Real Valladolid,Jornada 7,Temporada2020,1,0,1,"-0,3517471","-0,0732235","0,6310497"
Sevilla,Jornada 7,Temporada2020,0,0,4,"-0,0878588","-0,3371118","0,3671614"
Valencia,Jornada 7,Temporada2020,1,0,6,"-0,4615706","0,0366","0,7408732"
Villarreal,Jornada 7,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Alavés,Jornada 8,Temporada2020,2,1,3,"-0,9627851","0,5378145","1,2420877"
Athletic Bilbao,Jornada 8,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Atlético Madrid,Jornada 8,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Barcelona,Jornada 8,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Celta de Vigo,Jornada 8,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Eibar,Jornada 8,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Espanyol,Jornada 8,Temporada2020,0,0,6,"-0,1317882","-0,2931824","0,4110908"
Getafe,Jornada 8,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Granada,Jornada 8,Temporada2020,0,1,0,"-0,2373262","-0,1876444","0,5166288"
Leganés,Jornada 8,Temporada2020,1,0,4,"-0,4176412","-0,0073294","0,6969438"
Levante,Jornada 8,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Osasuna,Jornada 8,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Real Betis,Jornada 8,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Real Madrid,Jornada 8,Temporada2020,0,1,2,"-0,2812556","-0,143715","0,5605582"
Real Mallorca,Jornada 8,Temporada2020,1,0,2,"-0,3737118","-0,0512588","0,6530144"
Real Sociedad,Jornada 8,Temporada2020,0,0,3,"-0,0658941","-0,3590765","0,3451967"
Real Valladolid,Jornada 8,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Sevilla,Jornada 8,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Valencia,Jornada 8,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Villarreal,Jornada 8,Temporada2020,0,0,1,"-0,0219647","-0,4030059","0,3012673"
Alavés,Jornada 9,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Athletic Bilbao,Jornada 9,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Atlético Madrid,Jornada 9,Temporada2020,1,0,3,"-0,3956765","-0,0292941","0,6749791"
Barcelona,Jornada 9,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Celta de Vigo,Jornada 9,Temporada2020,2,1,2,"-0,9408204","0,5158498","1,220123"
Eibar,Jornada 9,Temporada2020,0,0,5,"-0,1098235","-0,3151471","0,3891261"
Espanyol,Jornada 9,Temporada2020,1,0,5,"-0,4396059","0,0146353","0,7189085"
Getafe,Jornada 9,Temporada2020,0,0,2,"-0,0439294","-0,3810412","0,323232"
Granada,Jornada 9,Temporada2020,0,1,4,"-0,325185","-0,0997856","0,6044876"
Leganés,Jornada 9,Temporada2020,1,0,5,"-0,4396059","0,0146353","0,7189085"
