Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_lesion_partido,Titulares_cambio_jornadapasada,y_lambda,exp_lambda
Atlético Madrid,Jornada 2,Temporada2019,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 3,Temporada2019,1,0,4,"0,162614","1,2"
Atlético Madrid,Jornada 4,Temporada2019,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 5,Temporada2019,1,0,1,"0,213899","1,2"
Atlético Madrid,Jornada 6,Temporada2019,1,1,4,"0,269639","1,3"
Atlético Madrid,Jornada 7,Temporada2019,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 8,Temporada2019,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 9,Temporada2019,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 10,Temporada2019,1,1,5,"0,252544","1,3"
Atlético Madrid,Jornada 11,Temporada2019,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 12,Temporada2019,1,1,4,"0,269639","1,3"
Atlético Madrid,Jornada 13,Temporada2019,0,1,4,"0,353744","1,4"
Atlético Madrid,Jornada 14,Temporada2019,1,0,1,"0,213899","1,2"
Atlético Madrid,Jornada 15,Temporada2019,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 16,Temporada2019,1,1,3,"0,286734","1,3"
Atlético Madrid,Jornada 17,Temporada2019,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 18,Temporada2019,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 19,Temporada2019,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 20,Temporada2019,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 21,Temporada2019,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 22,Temporada2019,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 23,Temporada2019,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 24,Temporada2019,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 25,Temporada2019,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 26,Temporada2019,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 27,Temporada2019,1,0,7,"0,111329","1,1"
Atlético Madrid,Jornada 28,Temporada2019,1,0,6,"0,128424","1,1"
Atlético Madrid,Jornada 29,Temporada2019,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 30,Temporada2019,1,1,2,"0,303829","1,4"
Atlético Madrid,Jornada 31,Temporada2019,2,0,1,"0,129794","1,1"
Atlético Madrid,Jornada 32,Temporada2019,1,0,5,"0,145519","1,2"
Atlético Madrid,Jornada 33,Temporada2019,1,0,5,"0,145519","1,2"
Atlético Madrid,Jornada 34,Temporada2019,1,0,5,"0,145519","1,2"
Atlético Madrid,Jornada 35,Temporada2019,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 36,Temporada2019,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 37,Temporada2019,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 38,Temporada2019,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 1,Temporada2020,0,0,0,"0,315098","1,4"
Atlético Madrid,Jornada 2,Temporada2020,1,0,1,"0,213899","1,2"
Atlético Madrid,Jornada 3,Temporada2020,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 4,Temporada2020,0,1,2,"0,387934","1,5"
Atlético Madrid,Jornada 5,Temporada2020,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 6,Temporada2020,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 7,Temporada2020,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 8,Temporada2020,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 9,Temporada2020,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 10,Temporada2020,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 11,Temporada2020,0,0,4,"0,246718","1,3"
Atlético Madrid,Jornada 12,Temporada2020,2,0,4,"0,078509","1,1"
Atlético Madrid,Jornada 13,Temporada2020,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 14,Temporada2020,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 15,Temporada2020,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 16,Temporada2020,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 17,Temporada2020,1,0,4,"0,162614","1,2"
Atlético Madrid,Jornada 18,Temporada2020,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 19,Temporada2020,1,0,1,"0,213899","1,2"
Atlético Madrid,Jornada 20,Temporada2020,0,0,3,"0,263813","1,3"
Atlético Madrid,Jornada 21,Temporada2020,1,0,3,"0,179709","1,2"
Atlético Madrid,Jornada 22,Temporada2020,0,0,1,"0,298003","1,3"
Atlético Madrid,Jornada 23,Temporada2020,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 24,Temporada2020,2,0,2,"0,112699","1,1"
Atlético Madrid,Jornada 25,Temporada2020,1,0,2,"0,196804","1,2"
Atlético Madrid,Jornada 26,Temporada2020,0,0,2,"0,280908","1,3"
Atlético Madrid,Jornada 27,Temporada2020,1,0,3,"0,179709","1,2"
Barcelona,Jornada 1,Temporada2017,1,0,0,"0,230994","1,3"
Barcelona,Jornada 2,Temporada2017,1,0,1,"0,213899","1,2"
Barcelona,Jornada 3,Temporada2017,0,0,7,"0,195433","1,2"
Barcelona,Jornada 4,Temporada2017,0,0,8,"0,178338","1,2"
Barcelona,Jornada 5,Temporada2017,0,1,2,"0,387934","1,5"
Barcelona,Jornada 6,Temporada2017,0,0,5,"0,229623","1,3"
Barcelona,Jornada 7,Temporada2017,1,0,1,"0,213899","1,2"
Barcelona,Jornada 8,Temporada2017,0,0,3,"0,263813","1,3"
Barcelona,Jornada 9,Temporada2017,0,1,5,"0,336649","1,4"
Barcelona,Jornada 10,Temporada2017,0,0,3,"0,263813","1,3"
Barcelona,Jornada 11,Temporada2017,0,0,11,"0,127053","1,1"
Barcelona,Jornada 12,Temporada2017,1,0,0,"0,230994","1,3"
Barcelona,Jornada 13,Temporada2017,0,0,5,"0,229623","1,3"
Barcelona,Jornada 14,Temporada2017,0,0,0,"0,315098","1,4"
Barcelona,Jornada 15,Temporada2017,0,1,3,"0,370839","1,4"
Barcelona,Jornada 16,Temporada2017,0,0,3,"0,263813","1,3"
Barcelona,Jornada 17,Temporada2017,1,0,2,"0,196804","1,2"
Barcelona,Jornada 18,Temporada2017,0,0,5,"0,229623","1,3"
Barcelona,Jornada 19,Temporada2017,0,1,4,"0,353744","1,4"
Barcelona,Jornada 20,Temporada2017,1,0,4,"0,162614","1,2"
Barcelona,Jornada 21,Temporada2017,1,1,4,"0,269639","1,3"
Barcelona,Jornada 22,Temporada2017,1,0,4,"0,162614","1,2"
Barcelona,Jornada 23,Temporada2017,1,0,2,"0,196804","1,2"
Barcelona,Jornada 24,Temporada2017,1,1,3,"0,286734","1,3"
Barcelona,Jornada 25,Temporada2017,0,0,4,"0,246718","1,3"
Barcelona,Jornada 26,Temporada2017,0,0,2,"0,280908","1,3"
Barcelona,Jornada 27,Temporada2017,0,0,4,"0,246718","1,3"
Barcelona,Jornada 28,Temporada2017,0,0,5,"0,229623","1,3"
Barcelona,Jornada 29,Temporada2017,0,1,4,"0,353744","1,4"
Barcelona,Jornada 30,Temporada2017,0,0,11,"0,127053","1,1"
Barcelona,Jornada 31,Temporada2017,1,0,0,"0,230994","1,3"
Barcelona,Jornada 32,Temporada2017,0,0,4,"0,246718","1,3"
Barcelona,Jornada 33,Temporada2017,0,0,1,"0,298003","1,3"
Barcelona,Jornada 34,Temporada2017,0,0,5,"0,229623","1,3"
Barcelona,Jornada 35,Temporada2017,0,0,5,"0,229623","1,3"
Barcelona,Jornada 36,Temporada2017,1,0,2,"0,196804","1,2"
Barcelona,Jornada 37,Temporada2017,1,0,2,"0,196804","1,2"
Barcelona,Jornada 38,Temporada2017,0,0,1,"0,298003","1,3"
Barcelona,Jornada 1,Temporada2018,1,0,0,"0,230994","1,3"
Barcelona,Jornada 2,Temporada2018,0,0,3,"0,263813","1,3"
Barcelona,Jornada 3,Temporada2018,0,0,2,"0,280908","1,3"
Barcelona,Jornada 4,Temporada2018,0,1,2,"0,387934","1,5"
Barcelona,Jornada 5,Temporada2018,0,0,6,"0,212528","1,2"
Barcelona,Jornada 6,Temporada2018,0,0,6,"0,212528","1,2"
Barcelona,Jornada 7,Temporada2018,0,0,3,"0,263813","1,3"
Barcelona,Jornada 8,Temporada2018,1,0,5,"0,145519","1,2"
Barcelona,Jornada 9,Temporada2018,0,0,4,"0,246718","1,3"
Barcelona,Jornada 10,Temporada2018,0,0,4,"0,246718","1,3"
Barcelona,Jornada 11,Temporada2018,0,0,3,"0,263813","1,3"
Barcelona,Jornada 12,Temporada2018,1,1,0,"0,338019","1,4"
Barcelona,Jornada 13,Temporada2018,1,0,2,"0,196804","1,2"
Barcelona,Jornada 14,Temporada2018,1,1,2,"0,303829","1,4"
Barcelona,Jornada 15,Temporada2018,0,0,2,"0,280908","1,3"
Barcelona,Jornada 16,Temporada2018,1,1,2,"0,303829","1,4"
Barcelona,Jornada 17,Temporada2018,0,0,1,"0,298003","1,3"
Barcelona,Jornada 18,Temporada2018,0,0,2,"0,280908","1,3"
Barcelona,Jornada 19,Temporada2018,0,0,3,"0,263813","1,3"
Barcelona,Jornada 20,Temporada2018,1,1,1,"0,320924","1,4"
Barcelona,Jornada 21,Temporada2018,2,0,5,"0,061414","1,1"
Barcelona,Jornada 22,Temporada2018,2,0,2,"0,112699","1,1"
Barcelona,Jornada 23,Temporada2018,0,0,5,"0,229623","1,3"
Barcelona,Jornada 24,Temporada2018,0,0,4,"0,246718","1,3"
Barcelona,Jornada 25,Temporada2018,1,0,3,"0,179709","1,2"
Barcelona,Jornada 26,Temporada2018,0,0,6,"0,212528","1,2"
Barcelona,Jornada 27,Temporada2018,0,1,4,"0,353744","1,4"
Barcelona,Jornada 28,Temporada2018,1,0,2,"0,196804","1,2"
Barcelona,Jornada 29,Temporada2018,0,0,2,"0,280908","1,3"
Barcelona,Jornada 30,Temporada2018,0,0,2,"0,280908","1,3"
Barcelona,Jornada 31,Temporada2018,0,0,4,"0,246718","1,3"
Barcelona,Jornada 32,Temporada2018,0,0,5,"0,229623","1,3"
Barcelona,Jornada 33,Temporada2018,0,0,8,"0,178338","1,2"
Barcelona,Jornada 34,Temporada2018,1,0,5,"0,145519","1,2"
Barcelona,Jornada 35,Temporada2018,0,0,5,"0,229623","1,3"
Barcelona,Jornada 36,Temporada2018,0,0,2,"0,280908","1,3"
Barcelona,Jornada 37,Temporada2018,1,1,4,"0,269639","1,3"
Barcelona,Jornada 38,Temporada2018,0,0,1,"0,298003","1,3"
Barcelona,Jornada 1,Temporada2019,1,0,0,"0,230994","1,3"
Barcelona,Jornada 2,Temporada2019,0,0,1,"0,298003","1,3"
Barcelona,Jornada 3,Temporada2019,1,0,0,"0,230994","1,3"
Barcelona,Jornada 4,Temporada2019,1,0,2,"0,196804","1,2"
Barcelona,Jornada 5,Temporada2019,0,0,4,"0,246718","1,3"
Barcelona,Jornada 6,Temporada2019,1,0,6,"0,128424","1,1"
Barcelona,Jornada 7,Temporada2019,0,1,5,"0,336649","1,4"
Barcelona,Jornada 8,Temporada2019,0,0,4,"0,246718","1,3"
Barcelona,Jornada 9,Temporada2019,0,1,1,"0,405029","1,5"
Barcelona,Jornada 10,Temporada2019,0,0,2,"0,280908","1,3"
Barcelona,Jornada 11,Temporada2019,0,0,0,"0,315098","1,4"
Barcelona,Jornada 12,Temporada2019,0,0,2,"0,280908","1,3"
Barcelona,Jornada 13,Temporada2019,0,1,3,"0,370839","1,4"
Barcelona,Jornada 14,Temporada2019,0,0,4,"0,246718","1,3"
Barcelona,Jornada 15,Temporada2019,0,0,1,"0,298003","1,3"
Barcelona,Jornada 16,Temporada2019,1,0,1,"0,213899","1,2"
Barcelona,Jornada 17,Temporada2019,0,0,1,"0,298003","1,3"
Barcelona,Jornada 18,Temporada2019,0,0,2,"0,280908","1,3"
Barcelona,Jornada 19,Temporada2019,0,0,2,"0,280908","1,3"
Barcelona,Jornada 20,Temporada2019,0,1,3,"0,370839","1,4"
Barcelona,Jornada 21,Temporada2019,1,0,5,"0,145519","1,2"
Barcelona,Jornada 22,Temporada2019,1,0,3,"0,179709","1,2"
Barcelona,Jornada 23,Temporada2019,1,0,2,"0,196804","1,2"
Barcelona,Jornada 24,Temporada2019,0,0,5,"0,229623","1,3"
Barcelona,Jornada 25,Temporada2019,1,0,5,"0,145519","1,2"
Barcelona,Jornada 26,Temporada2019,0,0,4,"0,246718","1,3"
Barcelona,Jornada 27,Temporada2019,0,0,4,"0,246718","1,3"
Barcelona,Jornada 28,Temporada2019,0,1,3,"0,370839","1,4"
Barcelona,Jornada 29,Temporada2019,1,0,2,"0,196804","1,2"
Barcelona,Jornada 30,Temporada2019,0,0,4,"0,246718","1,3"
Barcelona,Jornada 31,Temporada2019,0,0,3,"0,263813","1,3"
Barcelona,Jornada 32,Temporada2019,0,0,10,"0,144148","1,2"
Barcelona,Jornada 33,Temporada2019,0,0,8,"0,178338","1,2"
Barcelona,Jornada 34,Temporada2019,1,0,5,"0,145519","1,2"
Barcelona,Jornada 35,Temporada2019,0,0,4,"0,246718","1,3"
Barcelona,Jornada 36,Temporada2019,1,1,9,"0,184164","1,2"
Barcelona,Jornada 37,Temporada2019,0,1,8,"0,285364","1,3"
Barcelona,Jornada 38,Temporada2019,1,0,2,"0,196804","1,2"
Barcelona,Jornada 1,Temporada2020,0,1,0,"0,422124","1,5"
Barcelona,Jornada 2,Temporada2020,0,0,3,"0,263813","1,3"
Barcelona,Jornada 3,Temporada2020,1,0,0,"0,230994","1,3"
Barcelona,Jornada 4,Temporada2020,0,0,2,"0,280908","1,3"
Barcelona,Jornada 5,Temporada2020,1,0,4,"0,162614","1,2"
Barcelona,Jornada 6,Temporada2020,0,0,3,"0,263813","1,3"
Barcelona,Jornada 7,Temporada2020,0,0,2,"0,280908","1,3"
Barcelona,Jornada 8,Temporada2020,0,0,5,"0,229623","1,3"
Barcelona,Jornada 9,Temporada2020,0,0,5,"0,229623","1,3"
Barcelona,Jornada 10,Temporada2020,1,0,3,"0,179709","1,2"
Barcelona,Jornada 11,Temporada2020,1,0,3,"0,179709","1,2"
Barcelona,Jornada 12,Temporada2020,0,1,3,"0,370839","1,4"
Barcelona,Jornada 13,Temporada2020,1,0,3,"0,179709","1,2"
Barcelona,Jornada 14,Temporada2020,0,0,4,"0,246718","1,3"
Barcelona,Jornada 15,Temporada2020,1,0,4,"0,162614","1,2"
Barcelona,Jornada 16,Temporada2020,0,0,1,"0,298003","1,3"
Barcelona,Jornada 17,Temporada2020,1,0,1,"0,213899","1,2"
Barcelona,Jornada 18,Temporada2020,0,0,3,"0,263813","1,3"
Barcelona,Jornada 19,Temporada2020,0,0,4,"0,246718","1,3"
Barcelona,Jornada 20,Temporada2020,0,0,4,"0,246718","1,3"
Barcelona,Jornada 21,Temporada2020,0,0,2,"0,280908","1,3"
Barcelona,Jornada 22,Temporada2020,0,0,3,"0,263813","1,3"
Barcelona,Jornada 23,Temporada2020,1,0,4,"0,162614","1,2"
Barcelona,Jornada 24,Temporada2020,1,1,4,"0,269639","1,3"
Barcelona,Jornada 25,Temporada2020,1,0,5,"0,145519","1,2"
Barcelona,Jornada 26,Temporada2020,0,0,3,"0,263813","1,3"
Barcelona,Jornada 27,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 1,Temporada2017,1,0,0,"0,230994","1,3"
Celta de Vigo,Jornada 2,Temporada2017,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 3,Temporada2017,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 4,Temporada2017,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 5,Temporada2017,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 6,Temporada2017,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 7,Temporada2017,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 8,Temporada2017,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 9,Temporada2017,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 10,Temporada2017,1,1,2,"0,303829","1,4"
Celta de Vigo,Jornada 11,Temporada2017,0,1,5,"0,336649","1,4"
Celta de Vigo,Jornada 12,Temporada2017,2,0,6,"0,044319",1
Celta de Vigo,Jornada 13,Temporada2017,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 14,Temporada2017,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 15,Temporada2017,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 16,Temporada2017,0,0,4,"0,246718","1,3"
Celta de Vigo,Jornada 17,Temporada2017,0,1,2,"0,387934","1,5"
Celta de Vigo,Jornada 18,Temporada2017,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 19,Temporada2017,0,0,9,"0,161243","1,2"
Celta de Vigo,Jornada 20,Temporada2017,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 21,Temporada2017,0,0,7,"0,195433","1,2"
Celta de Vigo,Jornada 22,Temporada2017,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 23,Temporada2017,0,1,8,"0,285364","1,3"
Celta de Vigo,Jornada 24,Temporada2017,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 25,Temporada2017,0,0,7,"0,195433","1,2"
Celta de Vigo,Jornada 26,Temporada2017,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 27,Temporada2017,1,0,5,"0,145519","1,2"
Celta de Vigo,Jornada 28,Temporada2017,1,1,6,"0,235449","1,3"
Celta de Vigo,Jornada 29,Temporada2017,0,0,4,"0,246718","1,3"
Celta de Vigo,Jornada 30,Temporada2017,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 31,Temporada2017,0,1,8,"0,285364","1,3"
Celta de Vigo,Jornada 32,Temporada2017,0,0,5,"0,229623","1,3"
Celta de Vigo,Jornada 33,Temporada2017,1,1,2,"0,303829","1,4"
Celta de Vigo,Jornada 34,Temporada2017,1,0,8,"0,094234","1,1"
Celta de Vigo,Jornada 35,Temporada2017,1,0,8,"0,094234","1,1"
Celta de Vigo,Jornada 36,Temporada2017,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 37,Temporada2017,1,1,5,"0,252544","1,3"
Celta de Vigo,Jornada 38,Temporada2017,1,0,6,"0,128424","1,1"
Celta de Vigo,Jornada 1,Temporada2018,0,0,0,"0,315098","1,4"
Celta de Vigo,Jornada 2,Temporada2018,3,0,2,"0,028594",1
Celta de Vigo,Jornada 3,Temporada2018,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 4,Temporada2018,1,0,0,"0,230994","1,3"
Celta de Vigo,Jornada 5,Temporada2018,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 6,Temporada2018,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 7,Temporada2018,2,1,2,"0,219725","1,2"
Celta de Vigo,Jornada 8,Temporada2018,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 9,Temporada2018,2,0,3,"0,095604","1,1"
Celta de Vigo,Jornada 10,Temporada2018,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 11,Temporada2018,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 12,Temporada2018,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 13,Temporada2018,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 14,Temporada2018,1,1,2,"0,303829","1,4"
Celta de Vigo,Jornada 15,Temporada2018,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 16,Temporada2018,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 17,Temporada2018,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 18,Temporada2018,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 19,Temporada2018,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 20,Temporada2018,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 21,Temporada2018,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 22,Temporada2018,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 23,Temporada2018,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 24,Temporada2018,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 25,Temporada2018,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 26,Temporada2018,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 27,Temporada2018,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 28,Temporada2018,1,0,0,"0,230994","1,3"
Celta de Vigo,Jornada 29,Temporada2018,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 30,Temporada2018,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 31,Temporada2018,2,1,4,"0,185535","1,2"
Celta de Vigo,Jornada 32,Temporada2018,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 33,Temporada2018,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 34,Temporada2018,2,1,2,"0,219725","1,2"
Celta de Vigo,Jornada 35,Temporada2018,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 36,Temporada2018,1,1,0,"0,338019","1,4"
Celta de Vigo,Jornada 37,Temporada2018,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 38,Temporada2018,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Celta de Vigo,Jornada 2,Temporada2019,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 3,Temporada2019,0,0,0,"0,315098","1,4"
Celta de Vigo,Jornada 4,Temporada2019,0,0,0,"0,315098","1,4"
Celta de Vigo,Jornada 5,Temporada2019,1,0,5,"0,145519","1,2"
Celta de Vigo,Jornada 6,Temporada2019,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 7,Temporada2019,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 8,Temporada2019,1,1,3,"0,286734","1,3"
Celta de Vigo,Jornada 9,Temporada2019,0,0,4,"0,246718","1,3"
Celta de Vigo,Jornada 10,Temporada2019,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 11,Temporada2019,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 12,Temporada2019,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 13,Temporada2019,0,0,6,"0,212528","1,2"
Celta de Vigo,Jornada 14,Temporada2019,0,0,4,"0,246718","1,3"
Celta de Vigo,Jornada 15,Temporada2019,0,1,0,"0,422124","1,5"
Celta de Vigo,Jornada 16,Temporada2019,0,0,0,"0,315098","1,4"
Celta de Vigo,Jornada 17,Temporada2019,0,1,1,"0,405029","1,5"
Celta de Vigo,Jornada 18,Temporada2019,0,0,4,"0,246718","1,3"
Celta de Vigo,Jornada 19,Temporada2019,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 20,Temporada2019,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 21,Temporada2019,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 22,Temporada2019,0,1,3,"0,370839","1,4"
Celta de Vigo,Jornada 23,Temporada2019,2,1,2,"0,219725","1,2"
Celta de Vigo,Jornada 24,Temporada2019,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 25,Temporada2019,0,0,4,"0,246718","1,3"
Celta de Vigo,Jornada 26,Temporada2019,1,0,0,"0,230994","1,3"
Celta de Vigo,Jornada 27,Temporada2019,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 28,Temporada2019,1,1,2,"0,303829","1,4"
Celta de Vigo,Jornada 29,Temporada2019,1,1,4,"0,269639","1,3"
Celta de Vigo,Jornada 30,Temporada2019,0,1,1,"0,405029","1,5"
Celta de Vigo,Jornada 31,Temporada2019,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 32,Temporada2019,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 33,Temporada2019,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 34,Temporada2019,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 35,Temporada2019,0,0,4,"0,246718","1,3"
Celta de Vigo,Jornada 36,Temporada2019,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 37,Temporada2019,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 38,Temporada2019,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 1,Temporada2020,0,0,0,"0,315098","1,4"
Celta de Vigo,Jornada 2,Temporada2020,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 3,Temporada2020,2,1,0,"0,253915","1,3"
Celta de Vigo,Jornada 4,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 5,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 6,Temporada2020,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 7,Temporada2020,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 8,Temporada2020,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 9,Temporada2020,2,1,2,"0,219725","1,2"
Celta de Vigo,Jornada 10,Temporada2020,1,1,4,"0,269639","1,3"
Celta de Vigo,Jornada 11,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 12,Temporada2020,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 13,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 14,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 15,Temporada2020,0,0,1,"0,298003","1,3"
Celta de Vigo,Jornada 16,Temporada2020,1,1,3,"0,286734","1,3"
Celta de Vigo,Jornada 17,Temporada2020,1,0,4,"0,162614","1,2"
Celta de Vigo,Jornada 18,Temporada2020,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 19,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 20,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 21,Temporada2020,1,0,1,"0,213899","1,2"
Celta de Vigo,Jornada 22,Temporada2020,1,0,2,"0,196804","1,2"
Celta de Vigo,Jornada 23,Temporada2020,0,0,3,"0,263813","1,3"
Celta de Vigo,Jornada 24,Temporada2020,1,0,3,"0,179709","1,2"
Celta de Vigo,Jornada 25,Temporada2020,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 26,Temporada2020,0,0,2,"0,280908","1,3"
Celta de Vigo,Jornada 27,Temporada2020,0,0,3,"0,263813","1,3"
Deportivo,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Deportivo,Jornada 2,Temporada2017,0,0,2,"0,280908","1,3"
Deportivo,Jornada 3,Temporada2017,1,1,4,"0,269639","1,3"
Deportivo,Jornada 4,Temporada2017,0,0,3,"0,263813","1,3"
Deportivo,Jornada 5,Temporada2017,1,0,1,"0,213899","1,2"
Deportivo,Jornada 6,Temporada2017,1,0,5,"0,145519","1,2"
Deportivo,Jornada 7,Temporada2017,0,0,5,"0,229623","1,3"
Deportivo,Jornada 8,Temporada2017,1,1,2,"0,303829","1,4"
Deportivo,Jornada 9,Temporada2017,0,0,3,"0,263813","1,3"
Deportivo,Jornada 10,Temporada2017,1,0,5,"0,145519","1,2"
Deportivo,Jornada 11,Temporada2017,0,1,1,"0,405029","1,5"
Deportivo,Jornada 12,Temporada2017,1,0,3,"0,179709","1,2"
Deportivo,Jornada 13,Temporada2017,0,0,3,"0,263813","1,3"
Deportivo,Jornada 14,Temporada2017,0,0,4,"0,246718","1,3"
