Equipo,Jornada,Temporada,Cambios_defensa_partido,Cambio_lesion_partido,Titulares_cambio_jornadapasada,y_lambda,exp_lambda
Sevilla,Jornada 37,Temporada2018,1,1,1,"0,320924","1,4"
Sevilla,Jornada 38,Temporada2018,0,1,4,"0,353744","1,4"
Sevilla,Jornada 1,Temporada2019,1,0,0,"0,230994","1,3"
Sevilla,Jornada 2,Temporada2019,1,1,0,"0,338019","1,4"
Sevilla,Jornada 3,Temporada2019,2,0,1,"0,129794","1,1"
Sevilla,Jornada 4,Temporada2019,0,0,3,"0,263813","1,3"
Sevilla,Jornada 5,Temporada2019,0,0,3,"0,263813","1,3"
Sevilla,Jornada 6,Temporada2019,1,1,1,"0,320924","1,4"
Sevilla,Jornada 7,Temporada2019,0,0,0,"0,315098","1,4"
Sevilla,Jornada 8,Temporada2019,0,0,0,"0,315098","1,4"
Sevilla,Jornada 9,Temporada2019,1,1,0,"0,338019","1,4"
Sevilla,Jornada 10,Temporada2019,1,1,0,"0,338019","1,4"
Sevilla,Jornada 11,Temporada2019,1,0,3,"0,179709","1,2"
Sevilla,Jornada 12,Temporada2019,0,0,3,"0,263813","1,3"
Sevilla,Jornada 13,Temporada2019,0,0,4,"0,246718","1,3"
Sevilla,Jornada 14,Temporada2019,2,0,2,"0,112699","1,1"
Sevilla,Jornada 15,Temporada2019,0,0,2,"0,280908","1,3"
Sevilla,Jornada 16,Temporada2019,2,1,3,"0,20263","1,2"
Sevilla,Jornada 17,Temporada2019,2,0,3,"0,095604","1,1"
Sevilla,Jornada 18,Temporada2019,1,0,3,"0,179709","1,2"
Sevilla,Jornada 19,Temporada2019,2,0,1,"0,129794","1,1"
Sevilla,Jornada 20,Temporada2019,1,0,2,"0,196804","1,2"
Sevilla,Jornada 21,Temporada2019,1,1,4,"0,269639","1,3"
Sevilla,Jornada 22,Temporada2019,1,1,4,"0,269639","1,3"
Sevilla,Jornada 23,Temporada2019,2,0,4,"0,078509","1,1"
Sevilla,Jornada 24,Temporada2019,2,0,5,"0,061414","1,1"
Sevilla,Jornada 25,Temporada2019,2,1,5,"0,16844","1,2"
Sevilla,Jornada 26,Temporada2019,1,0,1,"0,213899","1,2"
Sevilla,Jornada 27,Temporada2019,0,0,4,"0,246718","1,3"
Sevilla,Jornada 28,Temporada2019,0,0,4,"0,246718","1,3"
Sevilla,Jornada 29,Temporada2019,1,1,2,"0,303829","1,4"
Sevilla,Jornada 30,Temporada2019,0,1,6,"0,319554","1,4"
Sevilla,Jornada 31,Temporada2019,1,0,4,"0,162614","1,2"
Sevilla,Jornada 32,Temporada2019,0,0,4,"0,246718","1,3"
Sevilla,Jornada 33,Temporada2019,0,0,3,"0,263813","1,3"
Sevilla,Jornada 34,Temporada2019,1,0,4,"0,162614","1,2"
Sevilla,Jornada 35,Temporada2019,1,1,2,"0,303829","1,4"
Sevilla,Jornada 36,Temporada2019,0,0,3,"0,263813","1,3"
Sevilla,Jornada 37,Temporada2019,1,1,4,"0,269639","1,3"
Sevilla,Jornada 38,Temporada2019,0,0,5,"0,229623","1,3"
Sevilla,Jornada 1,Temporada2020,1,1,0,"0,338019","1,4"
Sevilla,Jornada 2,Temporada2020,1,1,1,"0,320924","1,4"
Sevilla,Jornada 3,Temporada2020,0,0,1,"0,298003","1,3"
Sevilla,Jornada 4,Temporada2020,0,0,2,"0,280908","1,3"
Sevilla,Jornada 5,Temporada2020,0,0,1,"0,298003","1,3"
Sevilla,Jornada 6,Temporada2020,0,0,3,"0,263813","1,3"
Sevilla,Jornada 7,Temporada2020,0,0,4,"0,246718","1,3"
Sevilla,Jornada 8,Temporada2020,0,0,1,"0,298003","1,3"
Sevilla,Jornada 9,Temporada2020,0,0,3,"0,263813","1,3"
Sevilla,Jornada 10,Temporada2020,0,0,0,"0,315098","1,4"
Sevilla,Jornada 11,Temporada2020,1,1,2,"0,303829","1,4"
Sevilla,Jornada 12,Temporada2020,0,1,4,"0,353744","1,4"
Sevilla,Jornada 13,Temporada2020,0,0,2,"0,280908","1,3"
Sevilla,Jornada 14,Temporada2020,1,0,1,"0,213899","1,2"
Sevilla,Jornada 15,Temporada2020,0,0,2,"0,280908","1,3"
Sevilla,Jornada 16,Temporada2020,1,0,3,"0,179709","1,2"
Sevilla,Jornada 17,Temporada2020,0,0,3,"0,263813","1,3"
Sevilla,Jornada 18,Temporada2020,0,0,2,"0,280908","1,3"
Sevilla,Jornada 19,Temporada2020,0,0,2,"0,280908","1,3"
Sevilla,Jornada 20,Temporada2020,0,0,4,"0,246718","1,3"
Sevilla,Jornada 21,Temporada2020,0,0,4,"0,246718","1,3"
Sevilla,Jornada 22,Temporada2020,0,0,3,"0,263813","1,3"
Sevilla,Jornada 23,Temporada2020,0,0,5,"0,229623","1,3"
Sevilla,Jornada 24,Temporada2020,1,0,2,"0,196804","1,2"
Sevilla,Jornada 25,Temporada2020,0,1,4,"0,353744","1,4"
Sevilla,Jornada 26,Temporada2020,0,1,7,"0,302459","1,4"
Sevilla,Jornada 27,Temporada2020,0,0,8,"0,178338","1,2"
Valencia,Jornada 1,Temporada2017,1,0,0,"0,230994","1,3"
Valencia,Jornada 2,Temporada2017,0,0,4,"0,246718","1,3"
Valencia,Jornada 3,Temporada2017,1,1,3,"0,286734","1,3"
Valencia,Jornada 4,Temporada2017,0,0,4,"0,246718","1,3"
Valencia,Jornada 5,Temporada2017,0,0,1,"0,298003","1,3"
Valencia,Jornada 6,Temporada2017,1,0,2,"0,196804","1,2"
Valencia,Jornada 7,Temporada2017,1,1,0,"0,338019","1,4"
Valencia,Jornada 8,Temporada2017,0,0,2,"0,280908","1,3"
Valencia,Jornada 9,Temporada2017,2,1,2,"0,219725","1,2"
Valencia,Jornada 10,Temporada2017,1,0,1,"0,213899","1,2"
Valencia,Jornada 11,Temporada2017,0,0,2,"0,280908","1,3"
Valencia,Jornada 12,Temporada2017,1,0,2,"0,196804","1,2"
Valencia,Jornada 13,Temporada2017,2,0,2,"0,112699","1,1"
Valencia,Jornada 14,Temporada2017,1,0,2,"0,196804","1,2"
Valencia,Jornada 15,Temporada2017,0,0,3,"0,263813","1,3"
Valencia,Jornada 16,Temporada2017,0,1,7,"0,302459","1,4"
Valencia,Jornada 17,Temporada2017,1,0,6,"0,128424","1,1"
Valencia,Jornada 18,Temporada2017,0,0,4,"0,246718","1,3"
Valencia,Jornada 19,Temporada2017,0,0,2,"0,280908","1,3"
Valencia,Jornada 20,Temporada2017,0,1,0,"0,422124","1,5"
Valencia,Jornada 21,Temporada2017,1,0,4,"0,162614","1,2"
Valencia,Jornada 22,Temporada2017,0,1,5,"0,336649","1,4"
Valencia,Jornada 23,Temporada2017,1,0,4,"0,162614","1,2"
Valencia,Jornada 24,Temporada2017,0,0,4,"0,246718","1,3"
Valencia,Jornada 25,Temporada2017,0,0,4,"0,246718","1,3"
Valencia,Jornada 26,Temporada2017,0,0,1,"0,298003","1,3"
Valencia,Jornada 27,Temporada2017,2,0,1,"0,129794","1,1"
Valencia,Jornada 28,Temporada2017,1,0,1,"0,213899","1,2"
Valencia,Jornada 29,Temporada2017,1,1,2,"0,303829","1,4"
Valencia,Jornada 30,Temporada2017,1,0,3,"0,179709","1,2"
Valencia,Jornada 31,Temporada2017,1,0,5,"0,145519","1,2"
Valencia,Jornada 32,Temporada2017,0,0,4,"0,246718","1,3"
Valencia,Jornada 33,Temporada2017,1,1,3,"0,286734","1,3"
Valencia,Jornada 34,Temporada2017,1,0,6,"0,128424","1,1"
Valencia,Jornada 35,Temporada2017,1,0,4,"0,162614","1,2"
Valencia,Jornada 36,Temporada2017,1,0,5,"0,145519","1,2"
Valencia,Jornada 37,Temporada2017,1,0,3,"0,179709","1,2"
Valencia,Jornada 38,Temporada2017,1,0,3,"0,179709","1,2"
Valencia,Jornada 1,Temporada2018,0,0,0,"0,315098","1,4"
Valencia,Jornada 2,Temporada2018,2,1,4,"0,185535","1,2"
Valencia,Jornada 3,Temporada2018,1,1,3,"0,286734","1,3"
Valencia,Jornada 4,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 5,Temporada2018,0,0,4,"0,246718","1,3"
Valencia,Jornada 6,Temporada2018,1,1,5,"0,252544","1,3"
Valencia,Jornada 7,Temporada2018,0,0,3,"0,263813","1,3"
Valencia,Jornada 8,Temporada2018,1,0,3,"0,179709","1,2"
Valencia,Jornada 9,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 10,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 11,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 12,Temporada2018,2,1,4,"0,185535","1,2"
Valencia,Jornada 13,Temporada2018,1,1,4,"0,269639","1,3"
Valencia,Jornada 14,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 15,Temporada2018,0,0,0,"0,315098","1,4"
Valencia,Jornada 16,Temporada2018,1,0,2,"0,196804","1,2"
Valencia,Jornada 17,Temporada2018,1,0,4,"0,162614","1,2"
Valencia,Jornada 18,Temporada2018,1,0,3,"0,179709","1,2"
Valencia,Jornada 19,Temporada2018,0,0,3,"0,263813","1,3"
Valencia,Jornada 20,Temporada2018,0,0,4,"0,246718","1,3"
Valencia,Jornada 21,Temporada2018,1,0,4,"0,162614","1,2"
Valencia,Jornada 22,Temporada2018,1,0,4,"0,162614","1,2"
Valencia,Jornada 23,Temporada2018,0,0,4,"0,246718","1,3"
Valencia,Jornada 24,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 25,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 26,Temporada2018,0,0,5,"0,229623","1,3"
Valencia,Jornada 27,Temporada2018,0,1,5,"0,336649","1,4"
Valencia,Jornada 28,Temporada2018,1,1,3,"0,286734","1,3"
Valencia,Jornada 29,Temporada2018,1,1,2,"0,303829","1,4"
Valencia,Jornada 30,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 31,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 32,Temporada2018,0,0,2,"0,280908","1,3"
Valencia,Jornada 33,Temporada2018,0,0,7,"0,195433","1,2"
Valencia,Jornada 34,Temporada2018,0,0,8,"0,178338","1,2"
Valencia,Jornada 35,Temporada2018,0,0,3,"0,263813","1,3"
Valencia,Jornada 36,Temporada2018,0,0,1,"0,298003","1,3"
Valencia,Jornada 37,Temporada2018,1,1,8,"0,201259","1,2"
Valencia,Jornada 38,Temporada2018,0,1,5,"0,336649","1,4"
Valencia,Jornada 1,Temporada2019,1,1,0,"0,338019","1,4"
Valencia,Jornada 2,Temporada2019,1,0,1,"0,213899","1,2"
Valencia,Jornada 3,Temporada2019,0,0,2,"0,280908","1,3"
Valencia,Jornada 4,Temporada2019,0,1,3,"0,370839","1,4"
Valencia,Jornada 5,Temporada2019,0,1,3,"0,370839","1,4"
Valencia,Jornada 6,Temporada2019,0,0,7,"0,195433","1,2"
Valencia,Jornada 7,Temporada2019,0,0,8,"0,178338","1,2"
Valencia,Jornada 8,Temporada2019,0,1,4,"0,353744","1,4"
Valencia,Jornada 9,Temporada2019,1,1,4,"0,269639","1,3"
Valencia,Jornada 10,Temporada2019,0,0,4,"0,246718","1,3"
Valencia,Jornada 11,Temporada2019,1,0,3,"0,179709","1,2"
Valencia,Jornada 12,Temporada2019,1,0,1,"0,213899","1,2"
Valencia,Jornada 13,Temporada2019,0,0,1,"0,298003","1,3"
Valencia,Jornada 14,Temporada2019,1,0,2,"0,196804","1,2"
Valencia,Jornada 15,Temporada2019,1,1,1,"0,320924","1,4"
Valencia,Jornada 16,Temporada2019,1,1,1,"0,320924","1,4"
Valencia,Jornada 17,Temporada2019,1,0,2,"0,196804","1,2"
Valencia,Jornada 18,Temporada2019,2,0,2,"0,112699","1,1"
Valencia,Jornada 19,Temporada2019,1,0,2,"0,196804","1,2"
Valencia,Jornada 20,Temporada2019,0,0,1,"0,298003","1,3"
Valencia,Jornada 21,Temporada2019,0,0,1,"0,298003","1,3"
Valencia,Jornada 22,Temporada2019,0,1,4,"0,353744","1,4"
Valencia,Jornada 23,Temporada2019,0,0,5,"0,229623","1,3"
Valencia,Jornada 24,Temporada2019,0,0,4,"0,246718","1,3"
Valencia,Jornada 25,Temporada2019,1,1,5,"0,252544","1,3"
Valencia,Jornada 26,Temporada2019,0,0,5,"0,229623","1,3"
Valencia,Jornada 27,Temporada2019,0,0,4,"0,246718","1,3"
Valencia,Jornada 28,Temporada2019,0,0,3,"0,263813","1,3"
Valencia,Jornada 29,Temporada2019,0,0,5,"0,229623","1,3"
Valencia,Jornada 30,Temporada2019,0,0,1,"0,298003","1,3"
Valencia,Jornada 31,Temporada2019,1,0,5,"0,145519","1,2"
Valencia,Jornada 32,Temporada2019,1,1,5,"0,252544","1,3"
Valencia,Jornada 33,Temporada2019,0,1,1,"0,405029","1,5"
Valencia,Jornada 34,Temporada2019,0,0,2,"0,280908","1,3"
Valencia,Jornada 35,Temporada2019,0,0,4,"0,246718","1,3"
Valencia,Jornada 36,Temporada2019,0,0,3,"0,263813","1,3"
Valencia,Jornada 37,Temporada2019,1,0,3,"0,179709","1,2"
Valencia,Jornada 38,Temporada2019,0,0,2,"0,280908","1,3"
Valencia,Jornada 1,Temporada2020,1,0,0,"0,230994","1,3"
Valencia,Jornada 2,Temporada2020,2,0,4,"0,078509","1,1"
Valencia,Jornada 3,Temporada2020,0,0,4,"0,246718","1,3"
Valencia,Jornada 4,Temporada2020,0,0,1,"0,298003","1,3"
Valencia,Jornada 5,Temporada2020,1,1,2,"0,303829","1,4"
Valencia,Jornada 6,Temporada2020,0,1,6,"0,319554","1,4"
Valencia,Jornada 7,Temporada2020,1,0,6,"0,128424","1,1"
Valencia,Jornada 8,Temporada2020,0,0,1,"0,298003","1,3"
Valencia,Jornada 9,Temporada2020,0,0,1,"0,298003","1,3"
Valencia,Jornada 10,Temporada2020,0,0,6,"0,212528","1,2"
Valencia,Jornada 11,Temporada2020,0,1,6,"0,319554","1,4"
Valencia,Jornada 12,Temporada2020,0,1,5,"0,336649","1,4"
Valencia,Jornada 13,Temporada2020,0,1,3,"0,370839","1,4"
Valencia,Jornada 14,Temporada2020,0,0,2,"0,280908","1,3"
Valencia,Jornada 15,Temporada2020,0,0,2,"0,280908","1,3"
Valencia,Jornada 16,Temporada2020,0,1,3,"0,370839","1,4"
Valencia,Jornada 17,Temporada2020,1,0,2,"0,196804","1,2"
Valencia,Jornada 18,Temporada2020,0,0,1,"0,298003","1,3"
Valencia,Jornada 19,Temporada2020,0,0,2,"0,280908","1,3"
Valencia,Jornada 20,Temporada2020,0,0,2,"0,280908","1,3"
Valencia,Jornada 21,Temporada2020,0,0,3,"0,263813","1,3"
Valencia,Jornada 22,Temporada2020,2,1,2,"0,219725","1,2"
Valencia,Jornada 23,Temporada2020,0,0,3,"0,263813","1,3"
Valencia,Jornada 24,Temporada2020,1,1,3,"0,286734","1,3"
Valencia,Jornada 25,Temporada2020,1,0,4,"0,162614","1,2"
Valencia,Jornada 26,Temporada2020,0,1,4,"0,353744","1,4"
Valencia,Jornada 27,Temporada2020,1,0,2,"0,196804","1,2"
Villarreal,Jornada 1,Temporada2017,0,0,0,"0,315098","1,4"
Villarreal,Jornada 2,Temporada2017,0,1,2,"0,387934","1,5"
Villarreal,Jornada 3,Temporada2017,0,0,1,"0,298003","1,3"
Villarreal,Jornada 4,Temporada2017,0,0,1,"0,298003","1,3"
Villarreal,Jornada 5,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 6,Temporada2017,0,0,4,"0,246718","1,3"
Villarreal,Jornada 7,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 8,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 9,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 10,Temporada2017,0,0,1,"0,298003","1,3"
Villarreal,Jornada 11,Temporada2017,0,0,0,"0,315098","1,4"
Villarreal,Jornada 12,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 13,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 14,Temporada2017,0,1,1,"0,405029","1,5"
Villarreal,Jornada 15,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 16,Temporada2017,0,0,0,"0,315098","1,4"
Villarreal,Jornada 17,Temporada2017,1,1,1,"0,320924","1,4"
Villarreal,Jornada 18,Temporada2017,0,0,4,"0,246718","1,3"
Villarreal,Jornada 19,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 20,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 21,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 22,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 23,Temporada2017,0,0,4,"0,246718","1,3"
Villarreal,Jornada 24,Temporada2017,0,1,2,"0,387934","1,5"
Villarreal,Jornada 25,Temporada2017,1,1,6,"0,235449","1,3"
Villarreal,Jornada 26,Temporada2017,0,0,4,"0,246718","1,3"
Villarreal,Jornada 27,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 28,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 29,Temporada2017,0,0,4,"0,246718","1,3"
Villarreal,Jornada 30,Temporada2017,0,0,7,"0,195433","1,2"
Villarreal,Jornada 31,Temporada2017,0,1,5,"0,336649","1,4"
Villarreal,Jornada 32,Temporada2017,0,0,4,"0,246718","1,3"
Villarreal,Jornada 33,Temporada2017,0,0,2,"0,280908","1,3"
Villarreal,Jornada 34,Temporada2017,0,0,4,"0,246718","1,3"
Villarreal,Jornada 35,Temporada2017,0,0,7,"0,195433","1,2"
Villarreal,Jornada 36,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 37,Temporada2017,0,0,3,"0,263813","1,3"
Villarreal,Jornada 38,Temporada2017,0,1,1,"0,405029","1,5"
Villarreal,Jornada 1,Temporada2018,0,0,0,"0,315098","1,4"
Villarreal,Jornada 2,Temporada2018,0,1,4,"0,353744","1,4"
Villarreal,Jornada 3,Temporada2018,0,1,3,"0,370839","1,4"
Villarreal,Jornada 4,Temporada2018,1,0,0,"0,230994","1,3"
Villarreal,Jornada 5,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 6,Temporada2018,0,0,4,"0,246718","1,3"
Villarreal,Jornada 7,Temporada2018,0,0,3,"0,263813","1,3"
Villarreal,Jornada 8,Temporada2018,0,0,0,"0,315098","1,4"
Villarreal,Jornada 9,Temporada2018,1,0,1,"0,213899","1,2"
Villarreal,Jornada 10,Temporada2018,1,1,1,"0,320924","1,4"
Villarreal,Jornada 11,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 12,Temporada2018,0,0,1,"0,298003","1,3"
Villarreal,Jornada 13,Temporada2018,0,1,1,"0,405029","1,5"
Villarreal,Jornada 14,Temporada2018,1,1,3,"0,286734","1,3"
Villarreal,Jornada 15,Temporada2018,1,1,5,"0,252544","1,3"
Villarreal,Jornada 16,Temporada2018,0,1,3,"0,370839","1,4"
Villarreal,Jornada 17,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 18,Temporada2018,0,0,3,"0,263813","1,3"
Villarreal,Jornada 19,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 20,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 21,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 22,Temporada2018,0,1,0,"0,422124","1,5"
Villarreal,Jornada 23,Temporada2018,0,0,3,"0,263813","1,3"
Villarreal,Jornada 24,Temporada2018,0,0,5,"0,229623","1,3"
Villarreal,Jornada 25,Temporada2018,0,0,6,"0,212528","1,2"
Villarreal,Jornada 26,Temporada2018,0,0,6,"0,212528","1,2"
Villarreal,Jornada 27,Temporada2018,0,0,6,"0,212528","1,2"
Villarreal,Jornada 28,Temporada2018,1,1,2,"0,303829","1,4"
Villarreal,Jornada 29,Temporada2018,0,0,1,"0,298003","1,3"
Villarreal,Jornada 30,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 31,Temporada2018,1,1,4,"0,269639","1,3"
Villarreal,Jornada 32,Temporada2018,0,0,5,"0,229623","1,3"
Villarreal,Jornada 33,Temporada2018,0,0,1,"0,298003","1,3"
Villarreal,Jornada 34,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 35,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 36,Temporada2018,1,0,0,"0,230994","1,3"
Villarreal,Jornada 37,Temporada2018,0,0,2,"0,280908","1,3"
Villarreal,Jornada 38,Temporada2018,0,0,7,"0,195433","1,2"
Villarreal,Jornada 1,Temporada2019,0,0,0,"0,315098","1,4"
Villarreal,Jornada 2,Temporada2019,0,0,2,"0,280908","1,3"
Villarreal,Jornada 3,Temporada2019,0,1,0,"0,422124","1,5"
Villarreal,Jornada 4,Temporada2019,0,0,4,"0,246718","1,3"
Villarreal,Jornada 5,Temporada2019,1,0,3,"0,179709","1,2"
Villarreal,Jornada 6,Temporada2019,0,0,0,"0,315098","1,4"
Villarreal,Jornada 7,Temporada2019,2,0,1,"0,129794","1,1"
Villarreal,Jornada 8,Temporada2019,2,0,3,"0,095604","1,1"
Villarreal,Jornada 9,Temporada2019,1,1,4,"0,269639","1,3"
Villarreal,Jornada 10,Temporada2019,0,0,1,"0,298003","1,3"
Villarreal,Jornada 11,Temporada2019,1,0,3,"0,179709","1,2"
Villarreal,Jornada 12,Temporada2019,1,0,0,"0,230994","1,3"
Villarreal,Jornada 13,Temporada2019,1,1,4,"0,269639","1,3"
Villarreal,Jornada 14,Temporada2019,0,0,1,"0,298003","1,3"
Villarreal,Jornada 15,Temporada2019,1,0,0,"0,230994","1,3"
Villarreal,Jornada 16,Temporada2019,0,0,3,"0,263813","1,3"
Villarreal,Jornada 17,Temporada2019,0,0,4,"0,246718","1,3"
Villarreal,Jornada 18,Temporada2019,0,0,3,"0,263813","1,3"
Villarreal,Jornada 19,Temporada2019,0,0,2,"0,280908","1,3"
Villarreal,Jornada 20,Temporada2019,1,0,3,"0,179709","1,2"
Villarreal,Jornada 21,Temporada2019,1,0,2,"0,196804","1,2"
Villarreal,Jornada 22,Temporada2019,1,0,4,"0,162614","1,2"
Villarreal,Jornada 23,Temporada2019,1,0,0,"0,230994","1,3"
Villarreal,Jornada 24,Temporada2019,1,1,4,"0,269639","1,3"
Villarreal,Jornada 25,Temporada2019,1,0,1,"0,213899","1,2"
Villarreal,Jornada 26,Temporada2019,1,0,1,"0,213899","1,2"
Villarreal,Jornada 27,Temporada2019,1,1,3,"0,286734","1,3"
Villarreal,Jornada 28,Temporada2019,1,1,3,"0,286734","1,3"
Villarreal,Jornada 29,Temporada2019,1,0,2,"0,196804","1,2"
Villarreal,Jornada 30,Temporada2019,0,0,1,"0,298003","1,3"
Villarreal,Jornada 31,Temporada2019,1,1,1,"0,320924","1,4"
Villarreal,Jornada 32,Temporada2019,0,0,4,"0,246718","1,3"
Villarreal,Jornada 33,Temporada2019,0,0,1,"0,298003","1,3"
Villarreal,Jornada 34,Temporada2019,0,0,0,"0,315098","1,4"
Villarreal,Jornada 35,Temporada2019,0,0,1,"0,298003","1,3"
Villarreal,Jornada 36,Temporada2019,2,0,3,"0,095604","1,1"
Villarreal,Jornada 37,Temporada2019,0,0,2,"0,280908","1,3"
Villarreal,Jornada 38,Temporada2019,0,0,6,"0,212528","1,2"
Villarreal,Jornada 1,Temporada2020,0,0,0,"0,315098","1,4"
Villarreal,Jornada 2,Temporada2020,1,0,3,"0,179709","1,2"
Villarreal,Jornada 3,Temporada2020,0,0,1,"0,298003","1,3"
Villarreal,Jornada 4,Temporada2020,0,0,3,"0,263813","1,3"
Villarreal,Jornada 5,Temporada2020,0,0,1,"0,298003","1,3"
Villarreal,Jornada 6,Temporada2020,0,0,2,"0,280908","1,3"
Villarreal,Jornada 7,Temporada2020,0,0,2,"0,280908","1,3"
Villarreal,Jornada 8,Temporada2020,0,0,1,"0,298003","1,3"
Villarreal,Jornada 9,Temporada2020,1,0,2,"0,196804","1,2"
Villarreal,Jornada 10,Temporada2020,0,0,1,"0,298003","1,3"
Villarreal,Jornada 11,Temporada2020,0,0,4,"0,246718","1,3"
Villarreal,Jornada 12,Temporada2020,0,0,4,"0,246718","1,3"
Villarreal,Jornada 13,Temporada2020,1,0,1,"0,213899","1,2"
Villarreal,Jornada 14,Temporada2020,1,0,3,"0,179709","1,2"
Villarreal,Jornada 15,Temporada2020,0,0,5,"0,229623","1,3"
Villarreal,Jornada 16,Temporada2020,0,1,2,"0,387934","1,5"
Villarreal,Jornada 17,Temporada2020,0,0,0,"0,315098","1,4"
Villarreal,Jornada 18,Temporada2020,0,0,0,"0,315098","1,4"
Villarreal,Jornada 19,Temporada2020,1,0,0,"0,230994","1,3"
Villarreal,Jornada 20,Temporada2020,2,0,3,"0,095604","1,1"
Villarreal,Jornada 21,Temporada2020,1,1,2,"0,303829","1,4"
Villarreal,Jornada 22,Temporada2020,0,0,3,"0,263813","1,3"
Villarreal,Jornada 23,Temporada2020,0,0,0,"0,315098","1,4"
Villarreal,Jornada 24,Temporada2020,0,0,11,"0,127053","1,1"
Villarreal,Jornada 25,Temporada2020,0,0,0,"0,315098","1,4"
Villarreal,Jornada 26,Temporada2020,0,0,1,"0,298003","1,3"
Villarreal,Jornada 27,Temporada2020,1,0,1,"0,213899","1,2"
