Liga,Temporada,Jornada,Equipo,Cambios realizados delantero partido,Media minuto cambio partido,Cambio amarilla jornada anterior,Y LAMBDA,EXP LAMBDA
Premier League,Temporada2020,Jornada 16,Man. City,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 16,Chelsea,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 16,Man. Utd,2,84,0,"0,423893","1,5278980999"
Premier League,Temporada2020,Jornada 16,Wolves,3,84,0,"0,4970953","1,6439391787"
Premier League,Temporada2020,Jornada 16,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 16,Sheffield United,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2020,Jornada 16,Arsenal,1,67,1,"0,2277439","1,2557636832"
Premier League,Temporada2020,Jornada 16,Crystal Palace,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 16,Newcastle,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2020,Jornada 16,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 16,Burnley,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2020,Jornada 16,Everton,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2020,Jornada 16,AFC Bournemouth,1,52,0,"-0,0436485","0,9572903859"
Premier League,Temporada2020,Jornada 16,West Ham,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 16,Aston Villa,0,53,0,"-0,1045277","0,9007498463"
Premier League,Temporada2020,Jornada 16,Southampton,2,80,0,"0,3746006","1,4544104071"
Premier League,Temporada2020,Jornada 16,Norwich City,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 16,Watford,0,77,0,"0,1912267","1,2107338943"
Premier League,Temporada2020,Jornada 17,Liverpool,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2020,Jornada 17,Leicester,1,42,0,"-0,1668795","0,8463015845"
Premier League,Temporada2020,Jornada 17,Man. City,0,70,0,"0,104965","1,1106717362"
Premier League,Temporada2020,Jornada 17,Chelsea,2,69,0,"0,2390465","1,270037592"
Premier League,Temporada2020,Jornada 17,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 17,Man. Utd,2,75,0,"0,3129851","1,3675011551"
Premier League,Temporada2020,Jornada 17,Sheffield United,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2020,Jornada 17,Wolves,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 17,Crystal Palace,0,56,0,"-0,0675584","0,9346731341"
Premier League,Temporada2020,Jornada 17,Arsenal,0,60,0,"-0,018266","0,9818998123"
Premier League,Temporada2020,Jornada 17,Newcastle,0,75,1,"0,2531264","1,2880460756"
Premier League,Temporada2020,Jornada 17,Burnley,1,85,0,"0,3630138","1,4376556988"
Premier League,Temporada2020,Jornada 17,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 17,AFC Bournemouth,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 17,West Ham,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2020,Jornada 17,Everton,1,47,0,"-0,105264","0,9000868683"
Premier League,Temporada2020,Jornada 17,Aston Villa,2,71,1,"0,3502386","1,4194061785"
Premier League,Temporada2020,Jornada 17,Southampton,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2020,Jornada 17,Norwich City,1,87,0,"0,38766","1,4735286994"
Premier League,Temporada2020,Jornada 17,Watford,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2020,Jornada 18,Liverpool,1,77,1,"0,3509749","1,4204516721"
Premier League,Temporada2020,Jornada 18,Leicester,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2020,Jornada 18,Man. City,1,86,0,"0,3753369","1,4554816838"
Premier League,Temporada2020,Jornada 18,Chelsea,1,76,0,"0,2521059","1,286732295"
Premier League,Temporada2020,Jornada 18,Sheffield United,1,66,1,"0,2154208","1,2403837406"
Premier League,Temporada2020,Jornada 18,Wolves,2,85,0,"0,4362161","1,5468430314"
Premier League,Temporada2020,Jornada 18,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 18,Man. Utd,2,64,0,"0,177431","1,194145659"
Premier League,Temporada2020,Jornada 18,Newcastle,1,78,0,"0,2767521","1,3188393902"
Premier League,Temporada2020,Jornada 18,Burnley,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 18,Arsenal,1,72,1,"0,2893594","1,3355716467"
Premier League,Temporada2020,Jornada 18,Crystal Palace,0,86,0,"0,3021346","1,3527432937"
Premier League,Temporada2020,Jornada 18,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 18,AFC Bournemouth,0,66,0,"0,0556726","1,0572514829"
Premier League,Temporada2020,Jornada 18,Everton,1,41,0,"-0,1792026","0,8359365215"
Premier League,Temporada2020,Jornada 18,West Ham,0,69,1,"0,1791878","1,196245378"
Premier League,Temporada2020,Jornada 18,Southampton,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2020,Jornada 18,Aston Villa,1,44,0,"-0,1422333","0,8674188641"
Premier League,Temporada2020,Jornada 18,Norwich City,0,87,0,"0,3144577","1,3695164208"
Premier League,Temporada2020,Jornada 18,Watford,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2020,Jornada 19,Liverpool,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 19,Leicester,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2020,Jornada 19,Man. City,2,42,0,"-0,0936772","0,9105766489"
Premier League,Temporada2020,Jornada 19,Chelsea,2,65,1,"0,2763","1,3182432777"
Premier League,Temporada2020,Jornada 19,Wolves,2,82,0,"0,3992468","1,4907014783"
Premier League,Temporada2020,Jornada 19,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 19,Sheffield United,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2020,Jornada 19,Man. Utd,2,59,0,"0,1158155","1,1227886985"
Premier League,Temporada2020,Jornada 19,Crystal Palace,0,76,0,"0,1789036","1,1959054533"
Premier League,Temporada2020,Jornada 19,Newcastle,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 19,Arsenal,1,78,1,"0,363298","1,4380643386"
Premier League,Temporada2020,Jornada 19,Burnley,1,76,1,"0,3386518","1,4030547165"
Premier League,Temporada2020,Jornada 19,Everton,2,84,0,"0,423893","1,5278980999"
Premier League,Temporada2020,Jornada 19,Southampton,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2020,Jornada 19,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 19,AFC Bournemouth,1,68,1,"0,240067","1,2713343269"
Premier League,Temporada2020,Jornada 19,West Ham,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 19,Aston Villa,2,76,0,"0,3253082","1,38445727"
Premier League,Temporada2020,Jornada 19,Watford,2,71,1,"0,3502386","1,4194061785"
Premier League,Temporada2020,Jornada 19,Norwich City,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 20,Liverpool,1,79,0,"0,2890752","1,3351921312"
Premier League,Temporada2020,Jornada 20,Leicester,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2020,Jornada 20,Man. City,3,77,0,"0,4108336","1,5080743921"
Premier League,Temporada2020,Jornada 20,Chelsea,0,54,0,"-0,0922046","0,9119185519"
Premier League,Temporada2020,Jornada 20,Man. Utd,1,81,1,"0,4002673","1,4922235157"
Premier League,Temporada2020,Jornada 20,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 20,Wolves,1,62,0,"0,0795825","1,0828348897"
Premier League,Temporada2020,Jornada 20,Sheffield United,1,72,0,"0,2028135","1,2248440135"
Premier League,Temporada2020,Jornada 20,Crystal Palace,0,84,0,"0,2774884","1,3198108092"
Premier League,Temporada2020,Jornada 20,Everton,2,70,0,"0,2513696","1,2857852227"
Premier League,Temporada2020,Jornada 20,Newcastle,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2020,Jornada 20,Arsenal,1,61,0,"0,0672594","1,0695728894"
Premier League,Temporada2020,Jornada 20,Burnley,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 20,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 20,Southampton,1,65,0,"0,1165518","1,1236157123"
Premier League,Temporada2020,Jornada 20,AFC Bournemouth,2,65,0,"0,1897541","1,2089522797"
Premier League,Temporada2020,Jornada 20,West Ham,1,62,1,"0,1661284","1,180724697"
Premier League,Temporada2020,Jornada 20,Aston Villa,0,61,0,"-0,0059429","0,9940747241"
Premier League,Temporada2020,Jornada 20,Watford,0,65,0,"0,0433495","1,0443028149"
Premier League,Temporada2020,Jornada 20,Norwich City,0,77,0,"0,1912267","1,2107338943"
Premier League,Temporada2020,Jornada 21,Liverpool,2,85,0,"0,4362161","1,5468430314"
Premier League,Temporada2020,Jornada 21,Leicester,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 21,Man. City,1,86,0,"0,3753369","1,4554816838"
Premier League,Temporada2020,Jornada 21,Chelsea,1,69,0,"0,1658442","1,1803891828"
Premier League,Temporada2020,Jornada 21,Man. Utd,2,65,0,"0,1897541","1,2089522797"
Premier League,Temporada2020,Jornada 21,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 21,Wolves,1,58,0,"0,0302901","1,0307535122"
Premier League,Temporada2020,Jornada 21,Sheffield United,2,69,0,"0,2390465","1,270037592"
Premier League,Temporada2020,Jornada 21,Crystal Palace,0,63,0,"0,0187033","1,0188793023"
Premier League,Temporada2020,Jornada 21,Arsenal,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2020,Jornada 21,Everton,0,62,0,"0,0063802","1,0064005968"
Premier League,Temporada2020,Jornada 21,Southampton,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 21,Newcastle,0,45,0,"-0,2031125","0,8161864153"
Premier League,Temporada2020,Jornada 21,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 21,Burnley,1,46,0,"-0,1175871","0,889063071"
Premier League,Temporada2020,Jornada 21,West Ham,1,75,0,"0,2397828","1,270973065"
Premier League,Temporada2020,Jornada 21,Aston Villa,2,78,0,"0,3499544","1,4190028406"
Premier League,Temporada2020,Jornada 21,AFC Bournemouth,0,53,0,"-0,1045277","0,9007498463"
Premier League,Temporada2020,Jornada 21,Watford,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 21,Norwich City,1,83,0,"0,3383676","1,402656025"
Premier League,Temporada2020,Jornada 22,Liverpool,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2020,Jornada 22,Man. City,0,65,0,"0,0433495","1,0443028149"
Premier League,Temporada2020,Jornada 22,Leicester,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 22,Chelsea,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 22,Man. Utd,2,70,0,"0,2513696","1,2857852227"
Premier League,Temporada2020,Jornada 22,Sheffield United,2,71,0,"0,2636927","1,3017281138"
Premier League,Temporada2020,Jornada 22,Wolves,1,85,0,"0,3630138","1,4376556988"
Premier League,Temporada2020,Jornada 22,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 22,Crystal Palace,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2020,Jornada 22,Arsenal,1,68,0,"0,1535211","1,165932388"
Premier League,Temporada2020,Jornada 22,Everton,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2020,Jornada 22,Southampton,1,82,0,"0,3260445","1,3854770212"
Premier League,Temporada2020,Jornada 22,Newcastle,2,40,0,"-0,1183234","0,8884086948"
Premier League,Temporada2020,Jornada 22,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 22,Burnley,0,73,0,"0,1419343","1,1525009267"
Premier League,Temporada2020,Jornada 22,West Ham,0,56,0,"-0,0675584","0,9346731341"
Premier League,Temporada2020,Jornada 22,Watford,2,86,0,"0,4485392","1,5660228676"
Premier League,Temporada2020,Jornada 22,Aston Villa,0,71,0,"0,1172881","1,1244433352"
Premier League,Temporada2020,Jornada 22,AFC Bournemouth,0,64,0,"0,0310264","1,0315127355"
Premier League,Temporada2020,Jornada 22,Norwich City,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 23,Liverpool,2,77,0,"0,3376313","1,4016236295"
Premier League,Temporada2020,Jornada 23,Man. City,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 23,Leicester,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 23,Chelsea,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 23,Man. Utd,0,78,0,"0,2035498","1,2257461983"
Premier League,Temporada2020,Jornada 23,Wolves,1,87,0,"0,38766","1,4735286994"
Premier League,Temporada2020,Jornada 23,Sheffield United,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 23,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 23,Crystal Palace,0,84,0,"0,2774884","1,3198108092"
Premier League,Temporada2020,Jornada 23,Arsenal,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 23,Everton,3,59,0,"0,1890178","1,2080624558"
Premier League,Temporada2020,Jornada 23,Newcastle,0,56,0,"-0,0675584","0,9346731341"
Premier League,Temporada2020,Jornada 23,Southampton,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 23,Burnley,1,92,0,"0,4492755","1,5671763548"
Premier League,Temporada2020,Jornada 23,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 23,West Ham,0,72,0,"0,1296112","1,1383856929"
Premier League,Temporada2020,Jornada 23,Watford,1,84,0,"0,3506907","1,4200480371"
Premier League,Temporada2020,Jornada 23,Aston Villa,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 23,AFC Bournemouth,0,66,0,"0,0556726","1,0572514829"
Premier League,Temporada2020,Jornada 23,Norwich City,2,85,0,"0,4362161","1,5468430314"
Premier League,Temporada2020,Jornada 24,Liverpool,2,62,0,"0,1527848","1,165074228"
Premier League,Temporada2020,Jornada 24,Man. City,2,78,1,"0,4365003","1,5472827067"
Premier League,Temporada2020,Jornada 24,Leicester,1,53,0,"-0,0313254","0,969160157"
Premier League,Temporada2020,Jornada 24,Chelsea,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 24,Man. Utd,1,61,0,"0,0672594","1,0695728894"
Premier League,Temporada2020,Jornada 24,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 24,Wolves,1,82,0,"0,3260445","1,3854770212"
Premier League,Temporada2020,Jornada 24,Sheffield United,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 24,Southampton,2,58,1,"0,1900383","1,2092959128"
Premier League,Temporada2020,Jornada 24,Arsenal,2,75,0,"0,3129851","1,3675011551"
Premier League,Temporada2020,Jornada 24,Crystal Palace,0,64,0,"0,0310264","1,0315127355"
Premier League,Temporada2020,Jornada 24,Everton,3,80,0,"0,4478029","1,5648702293"
Premier League,Temporada2020,Jornada 24,Burnley,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 24,Newcastle,1,70,0,"0,1781673","1,1950252322"
Premier League,Temporada2020,Jornada 24,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 24,Aston Villa,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 24,West Ham,0,46,0,"-0,1907894","0,82630659"
Premier League,Temporada2020,Jornada 24,AFC Bournemouth,1,87,0,"0,38766","1,4735286994"
Premier League,Temporada2020,Jornada 24,Watford,1,82,0,"0,3260445","1,3854770212"
Premier League,Temporada2020,Jornada 24,Norwich City,0,86,1,"0,3886805","1,4750332029"
Premier League,Temporada2020,Jornada 25,Liverpool,0,80,0,"0,228196","1,2563315423"
Premier League,Temporada2020,Jornada 25,Man. City,3,73,0,"0,3615412","1,435540165"
Premier League,Temporada2020,Jornada 25,Leicester,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2020,Jornada 25,Chelsea,2,77,1,"0,4241772","1,5283323903"
Premier League,Temporada2020,Jornada 25,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 25,Sheffield United,2,75,1,"0,399531","1,4911251959"
Premier League,Temporada2020,Jornada 25,Man. Utd,1,82,0,"0,3260445","1,3854770212"
Premier League,Temporada2020,Jornada 25,Wolves,3,79,0,"0,4354798","1,5457045101"
Premier League,Temporada2020,Jornada 25,Everton,2,68,0,"0,2267234","1,25448283"
Premier League,Temporada2020,Jornada 25,Arsenal,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 25,Burnley,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 25,Newcastle,1,63,0,"0,0919056","1,0962613301"
Premier League,Temporada2020,Jornada 25,Southampton,3,74,0,"0,3738643","1,4533399188"
Premier League,Temporada2020,Jornada 25,Crystal Palace,1,80,0,"0,3013983","1,3517476354"
Premier League,Temporada2020,Jornada 25,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 25,AFC Bournemouth,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 25,Aston Villa,1,61,0,"0,0672594","1,0695728894"
Premier League,Temporada2020,Jornada 25,West Ham,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2020,Jornada 25,Watford,1,71,0,"0,1904904","1,2098427591"
Premier League,Temporada2020,Jornada 25,Norwich City,0,80,0,"0,228196","1,2563315423"
Premier League,Temporada2020,Jornada 26,Liverpool,0,68,0,"0,0803188","1,0836324746"
Premier League,Temporada2020,Jornada 26,Man. City,0,76,1,"0,2654495","1,3040169997"
Premier League,Temporada2020,Jornada 26,Leicester,1,77,0,"0,264429","1,3026869291"
Premier League,Temporada2020,Jornada 26,Chelsea,1,42,0,"-0,1668795","0,8463015845"
Premier League,Temporada2020,Jornada 26,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 26,Sheffield United,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 26,Man. Utd,2,86,1,"0,5350851","1,7075935523"
Premier League,Temporada2020,Jornada 26,Wolves,2,74,0,"0,300662","1,35075271"
Premier League,Temporada2020,Jornada 26,Everton,2,59,0,"0,1158155","1,1227886985"
Premier League,Temporada2020,Jornada 26,Arsenal,1,86,0,"0,3753369","1,4554816838"
Premier League,Temporada2020,Jornada 26,Burnley,1,22,0,"-0,4133415","0,6614363637"
Premier League,Temporada2020,Jornada 26,Southampton,1,66,0,"0,1288749","1,137547808"
Premier League,Temporada2020,Jornada 26,Newcastle,0,77,1,"0,2777726","1,3201859528"
Premier League,Temporada2020,Jornada 26,Crystal Palace,0,69,0,"0,0926419","1,0970688046"
Premier League,Temporada2020,Jornada 26,Brighton Hove A.,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 26,AFC Bournemouth,1,81,0,"0,3137214","1,368508417"
Premier League,Temporada2020,Jornada 26,Aston Villa,2,71,1,"0,3502386","1,4194061785"
Premier League,Temporada2020,Jornada 26,West Ham,0,70,0,"0,104965","1,1106717362"
Premier League,Temporada2020,Jornada 26,Watford,1,84,0,"0,3506907","1,4200480371"
Premier League,Temporada2020,Jornada 26,Norwich City,0,64,0,"0,0310264","1,0315127355"
Premier League,Temporada2020,Jornada 27,Liverpool,1,73,0,"0,2151366","1,2400312737"
Premier League,Temporada2020,Jornada 27,Man. City,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 27,Leicester,1,74,0,"0,2274597","1,2554068458"
Premier League,Temporada2020,Jornada 27,Chelsea,1,74,1,"0,3140056","1,3688974024"
Premier League,Temporada2020,Jornada 27,Man. Utd,2,79,0,"0,3622775","1,4365975425"
Premier League,Temporada2020,Jornada 27,Tottenham,0,0,0,"-0,757652","0,4687657979"
Premier League,Temporada2020,Jornada 27,Sheffield United,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 27,Wolves,2,72,0,"0,2760158","1,3178686862"
Premier League,Temporada2020,Jornada 27,Arsenal,0,58,0,"-0,0429122","0,9579954984"
Premier League,Temporada2020,Jornada 27,Burnley,1,88,0,"0,3999831","1,491799486"
Premier League,Temporada2020,Jornada 27,Everton,1,67,0,"0,141198","1,1516526526"
Premier League,Temporada2020,Jornada 27,Southampton,2,75,0,"0,3129851","1,3675011551"
Premier League,Temporada2020,Jornada 27,Crystal Palace,1,89,0,"0,4123062","1,5102968184"
