Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,PUNTOS Y,CUT1 Y,CUT2 Y
La Liga Santander,Temporada2020,Jornada 13,Real Sociedad,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2020,Jornada 13,Athletic Bilbao,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 13,Getafe,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 13,Granada,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 13,Valencia,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 13,Osasuna,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2020,Jornada 13,Villarreal,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 13,Levante,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 13,Real Valladolid,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 13,Alavés,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 13,Eibar,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 13,Real Mallorca,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 13,Real Betis,2,0,0,"-0,6595648","0,2345942","0,9388674"
La Liga Santander,Temporada2020,Jornada 13,Celta de Vigo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 13,Espanyol,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2020,Jornada 13,Leganés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 14,Real Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 14,Barcelona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 14,Sevilla,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 14,Atlético Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 14,Athletic Bilbao,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 14,Real Sociedad,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 14,Getafe,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 14,Granada,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2020,Jornada 14,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 14,Levante,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2020,Jornada 14,Osasuna,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2020,Jornada 14,Villarreal,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 14,Alavés,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 14,Real Valladolid,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 14,Real Betis,2,1,2,"-0,9408204","0,5158498","1,220123"
La Liga Santander,Temporada2020,Jornada 14,Eibar,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 14,Real Mallorca,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 14,Celta de Vigo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 14,Espanyol,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 14,Leganés,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 15,Real Madrid,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2020,Jornada 15,Barcelona,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 15,Sevilla,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 15,Athletic Bilbao,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 15,Real Sociedad,1,1,0,"-0,5671086","0,142138","0,8464112"
La Liga Santander,Temporada2020,Jornada 15,Atlético Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 15,Getafe,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 15,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 15,Osasuna,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 15,Granada,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 15,Levante,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 15,Real Betis,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 15,Villarreal,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2020,Jornada 15,Alavés,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 15,Real Valladolid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 15,Eibar,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 15,Real Mallorca,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 15,Celta de Vigo,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 15,Espanyol,2,0,1,"-0,6815295","0,2565589","0,9608321"
La Liga Santander,Temporada2020,Jornada 15,Leganés,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2020,Jornada 16,Real Madrid,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2020,Jornada 16,Barcelona,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 16,Sevilla,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 16,Real Sociedad,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 16,Getafe,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2020,Jornada 16,Athletic Bilbao,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 16,Atlético Madrid,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 16,Valencia,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 16,Granada,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2020,Jornada 16,Osasuna,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 16,Real Betis,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 16,Levante,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2020,Jornada 16,Villarreal,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2020,Jornada 16,Real Valladolid,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2020,Jornada 16,Alavés,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 16,Eibar,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 16,Real Mallorca,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 16,Celta de Vigo,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2020,Jornada 16,Leganés,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2020,Jornada 16,Espanyol,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 17,Real Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 17,Barcelona,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 17,Sevilla,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 17,Getafe,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 17,Atlético Madrid,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 17,Real Sociedad,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 17,Athletic Bilbao,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 17,Valencia,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 17,Granada,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 17,Osasuna,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 17,Levante,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2020,Jornada 17,Real Betis,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 17,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 17,Alavés,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 17,Real Valladolid,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2020,Jornada 17,Eibar,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2020,Jornada 17,Real Mallorca,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 17,Celta de Vigo,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 17,Leganés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 17,Espanyol,1,1,1,"-0,5890733","0,1641027","0,8683759"
La Liga Santander,Temporada2020,Jornada 18,Barcelona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 18,Real Madrid,1,1,3,"-0,6330027","0,2080321","0,9123053"
La Liga Santander,Temporada2020,Jornada 18,Sevilla,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 18,Atlético Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 18,Real Sociedad,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 18,Getafe,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 18,Athletic Bilbao,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 18,Valencia,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 18,Levante,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 18,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 18,Granada,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 18,Osasuna,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 18,Real Betis,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 18,Real Valladolid,0,0,6,"-0,1317882","-0,2931824","0,4110908"
La Liga Santander,Temporada2020,Jornada 18,Alavés,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 18,Eibar,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2020,Jornada 18,Real Mallorca,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 18,Celta de Vigo,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 18,Leganés,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 18,Espanyol,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 19,Real Madrid,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 19,Barcelona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 19,Atlético Madrid,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 19,Sevilla,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 19,Real Sociedad,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 19,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 19,Getafe,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 19,Athletic Bilbao,0,1,1,"-0,2592909","-0,1656797","0,5385935"
La Liga Santander,Temporada2020,Jornada 19,Villarreal,1,0,0,"-0,3297824","-0,0951882","0,609085"
La Liga Santander,Temporada2020,Jornada 19,Granada,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 19,Levante,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 19,Osasuna,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 19,Real Betis,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 19,Real Valladolid,2,0,3,"-0,7254589","0,3004883","1,0047615"
La Liga Santander,Temporada2020,Jornada 19,Alavés,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 19,Eibar,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 19,Celta de Vigo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 19,Real Mallorca,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 19,Leganés,2,0,0,"-0,6595648","0,2345942","0,9388674"
La Liga Santander,Temporada2020,Jornada 19,Espanyol,2,0,3,"-0,7254589","0,3004883","1,0047615"
La Liga Santander,Temporada2020,Jornada 20,Real Madrid,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 20,Barcelona,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 20,Atlético Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 20,Sevilla,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 20,Getafe,2,0,2,"-0,7034942","0,2785236","0,9827968"
La Liga Santander,Temporada2020,Jornada 20,Real Sociedad,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 20,Valencia,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 20,Athletic Bilbao,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 20,Villarreal,2,0,3,"-0,7254589","0,3004883","1,0047615"
La Liga Santander,Temporada2020,Jornada 20,Granada,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 20,Real Betis,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 20,Levante,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 20,Osasuna,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2020,Jornada 20,Alavés,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 20,Real Valladolid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 20,Eibar,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 20,Real Mallorca,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 20,Celta de Vigo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 20,Leganés,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 20,Espanyol,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 21,Real Madrid,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2020,Jornada 21,Barcelona,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 21,Sevilla,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 21,Getafe,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 21,Atlético Madrid,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 21,Real Sociedad,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 21,Valencia,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 21,Athletic Bilbao,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 21,Villarreal,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2020,Jornada 21,Osasuna,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2020,Jornada 21,Granada,1,0,5,"-0,4396059","0,0146353","0,7189085"
La Liga Santander,Temporada2020,Jornada 21,Real Betis,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 21,Levante,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 21,Alavés,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 21,Eibar,0,1,0,"-0,2373262","-0,1876444","0,5166288"
La Liga Santander,Temporada2020,Jornada 21,Real Valladolid,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 21,Real Mallorca,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 21,Celta de Vigo,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 21,Leganés,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 21,Espanyol,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 22,Real Madrid,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 22,Barcelona,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 22,Sevilla,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 22,Getafe,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 22,Valencia,1,1,2,"-0,611038","0,1860674","0,8903406"
La Liga Santander,Temporada2020,Jornada 22,Atlético Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 22,Villarreal,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 22,Real Sociedad,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2020,Jornada 22,Athletic Bilbao,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 22,Granada,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 22,Osasuna,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 22,Real Betis,1,0,3,"-0,3956765","-0,0292941","0,6749791"
La Liga Santander,Temporada2020,Jornada 22,Levante,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2020,Jornada 22,Real Valladolid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 22,Alavés,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 22,Eibar,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 22,Leganés,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 22,Real Mallorca,0,1,2,"-0,2812556","-0,143715","0,5605582"
La Liga Santander,Temporada2020,Jornada 22,Celta de Vigo,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 22,Espanyol,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 23,Real Madrid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 23,Barcelona,1,0,4,"-0,4176412","-0,0073294","0,6969438"
La Liga Santander,Temporada2020,Jornada 23,Getafe,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 23,Atlético Madrid,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 23,Sevilla,0,0,5,"-0,1098235","-0,3151471","0,3891261"
La Liga Santander,Temporada2020,Jornada 23,Real Sociedad,0,0,4,"-0,0878588","-0,3371118","0,3671614"
La Liga Santander,Temporada2020,Jornada 23,Valencia,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 23,Villarreal,0,0,0,0,"-0,4249706","0,2793026"
La Liga Santander,Temporada2020,Jornada 23,Athletic Bilbao,0,0,7,"-0,1537529","-0,2712177","0,4330555"
La Liga Santander,Temporada2020,Jornada 23,Granada,1,0,7,"-0,4835353","0,0585647","0,7628379"
La Liga Santander,Temporada2020,Jornada 23,Levante,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 23,Osasuna,0,1,3,"-0,3032203","-0,1217503","0,5825229"
La Liga Santander,Temporada2020,Jornada 23,Real Betis,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 23,Alavés,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 23,Real Valladolid,0,0,1,"-0,0219647","-0,4030059","0,3012673"
La Liga Santander,Temporada2020,Jornada 23,Eibar,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 23,Celta de Vigo,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 23,Real Mallorca,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 23,Leganés,2,0,2,"-0,7034942","0,2785236","0,9827968"
La Liga Santander,Temporada2020,Jornada 23,Espanyol,1,0,2,"-0,3737118","-0,0512588","0,6530144"
La Liga Santander,Temporada2020,Jornada 24,Real Madrid,0,0,3,"-0,0658941","-0,3590765","0,3451967"
La Liga Santander,Temporada2020,Jornada 24,Barcelona,1,1,4,"-0,6549674","0,2299968","0,93427"
La Liga Santander,Temporada2020,Jornada 24,Getafe,1,0,1,"-0,3517471","-0,0732235","0,6310497"
La Liga Santander,Temporada2020,Jornada 24,Real Sociedad,0,0,2,"-0,0439294","-0,3810412","0,323232"
La Liga Santander,Temporada2020,Jornada 24,Atlético Madrid,2,0,2,"-0,7034942","0,2785236","0,9827968"
La Liga Santander,Temporada2020,Jornada 24,Sevilla,1,0,2,"-0,3737118","-0,0512588","0,6530144"
